id,event_id,package_id,service_id,vibe,venue,guests,provider_id,customer_id,status,request_date,location,start_time,end_time,duration,budget,special_instructions,cancel_reasons,created_at,updated_at,rating,reviews
8118,birthday,package10066,"n,o",youthful,outdoor,133,10078,10020,pending,2024-03-30t02:40:25.763943,hyderabad,2024-04-06t09:02:25.763943,2024-12-17t19:01:25.763943,2,61258,no,"as travel plans have changed, a reschedule might happen later.
note: event got postponed.",2024-07-07t21:59:25.763943,2024-05-13t10:41:25.763943,1,"a regular experience. not too impressed, not too upset."
8119,birthday,package10027,"n,o",family,outdoor,551,10094,10190,pending,2023-12-15t20:59:25.763943,hyderabad,2024-06-03t02:51:25.763943,2024-11-28t06:17:25.763943,2,91463,['decorations were late and poorly done. not worth the money.'],"due to scheduling conflicts, a reschedule might happen later.",2024-09-28t04:58:25.763943,2024-04-27t11:20:25.763943,4,event started on time. nothing much to complain about.
8120,wedding,package10101,"n,o",family,outdoor,610,10187,10138,pending,2024-11-13t09:07:25.763943,mumbai,2023-08-10t22:10:25.763943,2025-05-03t13:33:25.763943,8,87645,['food was average. service was prompt though.'],"unexpected family issues, a reschedule might happen later.
note: we had to move the event location.",2023-09-24t22:44:25.763943,2025-03-28t04:01:25.763943,1,professional staff and smooth coordination. loved every moment.
8121,birthday,no,"service10091,service10037,service10158,service10166,service10118,service10078,service10039,service10154,service10024,service10019",family,outdoor,732,10021,10042,cancelled,2023-11-28t22:41:25.763943,hyderabad,2023-10-24t17:46:25.763943,2023-07-30t23:18:25.763943,8,65403,['food was cold and stale. guests were unhappy.'],"weather conditions are not favorable, event got merged with another celebration.",2024-05-07t02:23:25.763943,2023-07-31t05:24:25.763943,4,venue was not cleaned properly. health hazard!
8122,wedding,package10111,"n,o",family,outdoor,170,10107,10044,completed,2025-01-30t15:13:25.763943,hyderabad,2024-02-23t11:14:25.763943,2024-07-08t20:24:25.763943,1,76380,no,"as travel plans have changed, an internal discussion delayed the decision.
note: owing to budget constraints.",2023-09-05t22:46:25.763943,2023-08-19t08:36:25.763943,2,venue was clean and beautifully decorated. superb experience overall.
8123,wedding,package10019,"n,o",family,indoor,204,10018,10148,completed,2023-06-12t16:17:25.763943,hyderabad,2023-09-22t08:33:25.763943,2024-03-23t05:06:25.763943,8,56756,['it was an okay event. some things could have been better.'],"due to scheduling conflicts, a reschedule might happen later.",2023-10-02t22:18:25.763943,2025-03-29t00:50:25.763943,2,the event was delayed by hours. complete chaos.
8124,wedding,package10052,"n,o",friends,outdoor,566,10013,10125,cancelled,2023-12-16t02:33:25.764943,hyderabad,2023-07-15t23:21:25.764943,2023-10-18t18:46:25.764943,5,71561,['music could have been better. rest was fine.'],"due to scheduling conflicts, we have to pause all related activities for now.
note: unexpected family issues.",2023-12-09t17:00:25.764943,2024-10-26t17:04:25.764943,1,"nothing extraordinary, but not bad either. guests were satisfied."
8125,wedding,package10027,"n,o",youthful,outdoor,405,10128,10025,pending,2023-10-20t17:37:25.764943,delhi,2023-07-19t06:23:25.764943,2025-02-01t17:33:25.764943,4,47608,no,"because of a medical emergency, a new organizer has taken over planning.
note: event got postponed.",2023-10-10t21:18:25.764943,2024-06-17t04:42:25.764943,1,the event was well organized. food and music were amazing!
8126,wedding,no,"service10015,service10081,service10150",friends,indoor,523,10028,10185,booked,2024-10-02t10:02:25.764943,mumbai,2024-01-15t09:08:25.764943,2024-07-29t09:37:25.764943,8,68420,no,"unexpected family issues, we have to pause all related activities for now.",2024-01-19t02:44:25.764943,2023-06-29t07:07:25.764943,5,venue was clean and beautifully decorated. superb experience overall.
8127,birthday,package10119,"n,o",family,indoor,431,10099,10200,completed,2025-01-12t11:00:25.764943,delhi,2024-07-10t12:35:25.764943,2025-05-14t10:01:25.764943,8,75979,no,"event got postponed, we will reach out when ready to rebook.",2024-04-12t13:18:25.764943,2024-10-01t23:12:25.764943,3,the event was delayed by hours. complete chaos.
8128,wedding,package10052,"n,o",youthful,outdoor,108,10150,10004,completed,2024-10-29t14:51:25.764943,mumbai,2024-01-22t19:51:25.764943,2025-02-08t17:18:25.764943,8,55186,no,"we had to move the event location, we have to pause all related activities for now.",2023-07-15t23:52:25.764943,2024-05-18t06:29:25.764943,4,"nothing extraordinary, but not bad either. guests were satisfied."
8129,birthday,package10143,"n,o",family,outdoor,970,10157,10070,completed,2024-06-01t04:40:25.764943,delhi,2024-04-22t07:39:25.764943,2024-12-15t02:40:25.764943,8,19948,"['a regular experience. not too impressed, not too upset.']","weather conditions are not favorable, we will reach out when ready to rebook.
note: as travel plans have changed.",2025-02-04t09:50:25.764943,2023-08-22t04:22:25.764943,3,"nothing extraordinary, but not bad either. guests were satisfied."
8130,birthday,no,"service10018,service10195",friends,outdoor,582,10160,10049,cancelled,2024-10-28t04:04:25.764943,mumbai,2024-06-08t17:05:25.764943,2025-04-14t01:39:25.764943,4,91429,no,"owing to budget constraints, we have to pause all related activities for now.
note: unexpected family issues.",2025-05-21t10:24:25.764943,2023-11-25t14:32:25.764943,2,event started on time. nothing much to complain about.
8131,wedding,package10123,"n,o",youthful,outdoor,427,10150,10032,completed,2023-09-19t23:53:25.764943,delhi,2023-10-13t13:28:25.764943,2024-07-04t04:14:25.764943,6,75119,['venue was not cleaned properly. health hazard!'],"unexpected family issues, the guest list drastically changed.",2025-04-18t04:01:25.764943,2024-03-29t22:27:25.764943,4,basic expectations met. but lacked a wow factor.
8132,wedding,no,"service10100,service10129,service10199,service10106",friends,indoor,21,10170,10004,cancelled,2024-01-27t08:15:25.764943,delhi,2023-09-04t22:40:25.764943,2024-02-21t06:08:25.764943,3,95349,no,"as travel plans have changed, we are no longer able to proceed with the booking.
note: unexpected family issues.",2024-08-03t23:58:25.764943,2023-07-25t12:43:25.764943,5,decorations were decent. could have been more colorful.
8133,birthday,package10076,"n,o",family,outdoor,260,10002,10007,completed,2024-07-01t03:18:25.764943,mumbai,2024-02-26t20:21:25.764943,2024-12-17t03:53:25.764943,2,21523,['venue was clean and beautifully decorated. superb experience overall.'],"event got postponed, a new organizer has taken over planning.
note: due to scheduling conflicts.",2024-09-07t16:08:25.764943,2024-11-08t18:05:25.764943,5,very disappointing service. nothing went as planned.
8134,birthday,package10181,"n,o",family,outdoor,174,10101,10124,booked,2023-09-21t11:04:25.765943,mumbai,2024-06-10t20:51:25.765943,2024-02-28t15:42:25.765943,7,45443,no,"we had to move the event location, the guest list drastically changed.",2024-07-07t22:12:25.765943,2024-05-23t14:35:25.765943,4,very disappointing service. nothing went as planned.
8135,birthday,package10118,"n,o",youthful,indoor,572,10143,10059,pending,2024-08-04t18:02:25.765943,hyderabad,2024-05-13t14:10:25.765943,2025-05-30t22:01:25.765943,8,17038,['ambience was neutral. just okay vibes.'],"we had to move the event location, an internal discussion delayed the decision.",2025-03-27t22:23:25.765943,2023-09-09t03:05:25.765943,1,entertainment options were amazing! kids had so much fun.
8136,wedding,package10027,"n,o",friends,outdoor,46,10157,10038,booked,2025-05-14t14:14:25.765943,delhi,2023-12-15t03:39:25.765943,2023-11-12t10:06:25.765943,4,42325,['unprofessional staff. would not recommend to anyone.'],"due to scheduling conflicts, the guest list drastically changed.
note: due to scheduling conflicts.",2024-01-16t00:10:25.765943,2024-04-03t16:25:25.765943,2,venue was not cleaned properly. health hazard!
8137,wedding,no,"service10047,service10013",youthful,indoor,855,10122,10169,booked,2024-08-08t15:33:25.765943,mumbai,2023-07-08t11:35:25.765943,2024-04-11t18:17:25.765943,7,17653,['everything was just perfect! the decorations exceeded expectations.'],"owing to budget constraints, event got merged with another celebration.
note: unexpected family issues.",2023-12-05t09:56:25.765943,2024-09-13t13:25:25.765943,3,event started on time. nothing much to complain about.
8138,wedding,package10027,"n,o",family,indoor,976,10123,10096,booked,2023-12-03t01:31:25.765943,delhi,2024-11-20t19:15:25.765943,2023-11-07t19:18:25.765943,6,49769,no,"unexpected family issues, we have to pause all related activities for now.
note: venue is no longer available.",2024-03-28t16:27:25.765943,2024-12-06t15:40:25.765943,5,venue was clean and beautifully decorated. superb experience overall.
8139,birthday,no,"service10196,service10176,service10184,service10123,service10028,service10080,service10002,service10094,service10147,service10105",family,indoor,245,10002,10069,pending,2024-05-13t22:56:25.765943,mumbai,2024-01-18t06:30:25.765943,2025-03-11t07:58:25.765943,1,85752,no,"as travel plans have changed, we are no longer able to proceed with the booking.",2024-04-25t14:17:25.765943,2024-05-17t09:32:25.765943,4,professional staff and smooth coordination. loved every moment.
8140,birthday,no,"service10104,service10161,service10111,service10003,service10074,service10113,service10156,service10029",youthful,outdoor,83,10161,10132,pending,2024-01-09t19:03:25.765943,delhi,2024-02-06t08:29:25.765943,2024-12-13t20:34:25.765943,7,43145,"['nothing extraordinary, but not bad either. guests were satisfied.']","because of a medical emergency, we need to cancel the event arrangements.",2025-04-19t01:53:25.765943,2024-11-24t06:13:25.765943,4,decorations were late and poorly done. not worth the money.
8141,wedding,package10147,"n,o",family,indoor,206,10167,10020,cancelled,2024-02-09t04:57:25.765943,mumbai,2024-12-27t23:04:25.765943,2024-07-27t12:54:25.765943,5,23127,no,"owing to budget constraints, event got merged with another celebration.",2025-01-11t07:28:25.765943,2024-05-05t11:29:25.765943,4,lighting was a bit dim. still a good evening overall.
8142,wedding,no,"service10037,service10062,service10021,service10068,service10178",family,outdoor,948,10012,10077,completed,2024-11-26t01:33:25.765943,delhi,2024-12-17t08:02:25.765943,2025-04-07t11:05:25.765943,10,27300,no,"weather conditions are not favorable, we have to pause all related activities for now.
note: as travel plans have changed.",2023-09-29t04:23:25.765943,2024-06-08t23:26:25.765943,4,the food was a big hit. so many guests asked for the caterer’s details.
8143,birthday,no,service10029,friends,indoor,424,10024,10190,pending,2023-11-19t01:12:25.765943,hyderabad,2024-02-14t00:05:25.765943,2025-02-15t13:30:25.765943,10,14370,no,"venue is no longer available, we need to cancel the event arrangements.
note: we had to move the event location.",2025-04-17t09:00:25.765943,2025-01-01t05:06:25.765943,5,the team took care of every small detail. kudos to the decorators!
8144,wedding,no,"service10079,service10116,service10146,service10037,service10057,service10080,service10150,service10099,service10109",family,indoor,582,10019,10132,pending,2025-05-07t19:27:25.765943,delhi,2023-08-23t13:38:25.765943,2024-11-09t22:11:25.765943,7,45569,no,"as travel plans have changed, the guest list drastically changed.",2024-01-14t16:33:25.765943,2025-01-09t07:54:25.765943,3,decorations were decent. could have been more colorful.
8145,wedding,no,"service10050,service10080",friends,indoor,207,10045,10064,completed,2024-12-13t21:05:25.766943,delhi,2024-10-20t01:17:25.766943,2024-05-17t05:32:25.766943,1,68180,['it was an okay event. some things could have been better.'],"venue is no longer available, the guest list drastically changed.
note: venue is no longer available.",2024-04-18t19:26:25.766943,2024-07-05t18:42:25.766943,4,venue was clean and beautifully decorated. superb experience overall.
8146,birthday,package10013,"n,o",family,indoor,884,10028,10096,cancelled,2024-01-30t02:38:25.766943,delhi,2024-07-03t02:51:25.766943,2024-09-28t16:29:25.766943,10,88765,['decorations were late and poorly done. not worth the money.'],"due to unexpected personal commitments, we have to pause all related activities for now.",2024-09-04t15:23:25.766943,2023-09-24t09:48:25.766943,5,venue was clean and beautifully decorated. superb experience overall.
8147,wedding,no,"service10147,service10039,service10141",friends,outdoor,953,10015,10096,cancelled,2025-06-03t16:50:25.766943,mumbai,2025-03-02t16:12:25.766943,2024-12-04t23:45:25.766943,7,41606,no,"as travel plans have changed, we are no longer able to proceed with the booking.",2023-06-24t16:59:25.766943,2024-09-07t11:04:25.766943,4,the food was a big hit. so many guests asked for the caterer’s details.
8148,wedding,no,"service10095,service10063,service10154,service10157,service10029,service10160,service10012,service10052,service10120",family,outdoor,632,10128,10197,completed,2025-03-09t15:01:25.766943,hyderabad,2023-10-14t05:50:25.766943,2024-05-15t05:03:25.766943,3,65814,['highly satisfied with the service. would definitely book again.'],"we had to move the event location, event got merged with another celebration.",2024-02-04t02:08:25.766943,2024-10-10t00:16:25.766943,5,it was an okay event. some things could have been better.
8149,birthday,no,"service10164,service10193,service10176",youthful,indoor,623,10154,10200,pending,2023-06-11t05:00:25.766943,delhi,2023-10-21t09:25:25.766943,2024-11-12t01:12:25.766943,3,56532,no,"venue is no longer available, a new organizer has taken over planning.
note: owing to budget constraints.",2024-05-17t22:42:25.766943,2024-10-21t18:59:25.766943,2,lighting was a bit dim. still a good evening overall.
8150,birthday,package10080,"n,o",friends,indoor,175,10089,10007,cancelled,2025-03-16t16:17:25.766943,mumbai,2024-04-06t13:01:25.766943,2024-02-25t11:27:25.766943,6,64861,no,"venue is no longer available, a reschedule might happen later.
note: owing to budget constraints.",2023-11-22t15:30:25.766943,2024-11-30t10:52:25.766943,4,ambience was neutral. just okay vibes.
8151,wedding,package10195,"n,o",youthful,outdoor,136,10133,10025,booked,2023-07-20t20:09:25.766943,delhi,2024-05-22t23:02:25.766943,2025-04-29t12:44:25.766943,9,12606,no,"weather conditions are not favorable, an internal discussion delayed the decision.
note: venue is no longer available.",2023-08-12t10:23:25.766943,2025-01-01t08:30:25.766943,3,the event was delayed by hours. complete chaos.
8152,wedding,no,"service10158,service10067,service10121,service10074,service10037,service10087,service10192",friends,outdoor,93,10047,10102,cancelled,2025-03-01t19:09:25.766943,hyderabad,2023-07-15t04:45:25.766943,2024-11-16t23:36:25.766943,1,50347,"[""dj didn't show up on time. party mood was ruined.""]","as travel plans have changed, an internal discussion delayed the decision.
note: venue is no longer available.",2024-09-08t20:46:25.766943,2024-01-29t20:21:25.766943,3,"a regular experience. not too impressed, not too upset."
8153,wedding,package10136,"n,o",friends,outdoor,843,10184,10124,pending,2024-06-21t13:19:25.766943,mumbai,2024-05-25t14:27:25.766943,2023-12-05t09:24:25.766943,7,80428,['professional staff and smooth coordination. loved every moment.'],"we had to move the event location, a reschedule might happen later.
note: weather conditions are not favorable.",2024-02-23t14:55:25.766943,2024-02-22t12:53:25.766943,1,venue was clean and beautifully decorated. superb experience overall.
8154,birthday,no,"service10101,service10068,service10018,service10039,service10175,service10057,service10182",youthful,indoor,24,10135,10064,cancelled,2024-05-03t00:39:25.766943,hyderabad,2025-03-26t17:39:25.766943,2023-11-11t12:36:25.766943,2,53368,['overpriced for such poor execution. utterly dissatisfied.'],"as travel plans have changed, we need to cancel the event arrangements.
note: event got postponed.",2024-01-07t11:15:25.766943,2024-10-10t15:32:25.766943,2,overpriced for such poor execution. utterly dissatisfied.
8155,wedding,no,"service10103,service10170,service10080,service10003,service10199,service10131,service10186,service10019,service10105",family,outdoor,559,10158,10190,booked,2023-08-09t06:59:25.767943,hyderabad,2023-07-27t22:32:25.767943,2025-03-22t18:31:25.767943,8,35166,['everything was just perfect! the decorations exceeded expectations.'],"event got postponed, the guest list drastically changed.
note: as travel plans have changed.",2024-05-24t20:38:25.767943,2024-10-03t21:17:25.767943,2,basic expectations met. but lacked a wow factor.
8156,wedding,no,"service10139,service10116,service10054,service10164,service10104,service10170,service10066,service10103",family,outdoor,744,10057,10183,booked,2024-01-03t00:40:25.767943,delhi,2024-01-26t11:21:25.767943,2025-05-28t22:14:25.767943,10,91015,no,"we had to move the event location, the guest list drastically changed.
note: as travel plans have changed.",2025-05-13t01:29:25.767943,2024-08-22t17:46:25.767943,2,entertainment options were amazing! kids had so much fun.
8157,wedding,no,"service10080,service10128,service10111,service10107,service10028,service10166,service10143,service10109,service10083,service10054",family,outdoor,517,10157,10197,pending,2023-10-19t15:24:25.767943,hyderabad,2025-01-13t16:22:25.767943,2024-06-19t19:48:25.767943,9,15503,['it was an okay event. some things could have been better.'],"as travel plans have changed, a reschedule might happen later.
note: event got postponed.",2023-11-18t07:17:25.767943,2024-05-03t02:07:25.767943,2,the food was a big hit. so many guests asked for the caterer’s details.
8158,birthday,no,"service10176,service10085,service10149,service10018,service10103,service10120",family,indoor,829,10175,10005,booked,2024-01-02t06:56:25.767943,hyderabad,2023-10-04t09:28:25.767943,2024-06-15t03:08:25.767943,5,59917,['worst experience ever. regret booking with them.'],"we had to move the event location, the guest list drastically changed.
note: as travel plans have changed.",2023-08-19t01:49:25.767943,2024-01-08t23:52:25.767943,2,decorations were late and poorly done. not worth the money.
8159,wedding,package10139,"n,o",youthful,indoor,5,10195,10071,cancelled,2025-01-07t05:17:25.767943,delhi,2025-01-10t21:48:25.767943,2024-08-18t15:01:25.767943,1,76184,no,"unexpected family issues, an internal discussion delayed the decision.",2024-05-25t09:47:25.767943,2023-12-18t14:48:25.767943,4,"nothing extraordinary, but not bad either. guests were satisfied."
8160,wedding,package10080,"n,o",youthful,outdoor,781,10154,10124,completed,2024-11-22t01:03:25.767943,delhi,2024-10-02t10:06:25.767943,2024-03-27t09:50:25.767943,5,19239,no,"owing to budget constraints, a reschedule might happen later.
note: as travel plans have changed.",2025-05-28t10:38:25.767943,2024-11-02t08:58:25.767943,1,highly satisfied with the service. would definitely book again.
8161,birthday,package10024,"n,o",youthful,outdoor,468,10164,10069,booked,2024-03-17t01:46:25.767943,mumbai,2024-11-19t08:32:25.767943,2024-06-03t05:25:25.767943,4,67871,['professional staff and smooth coordination. loved every moment.'],"we had to move the event location, we will reach out when ready to rebook.",2024-08-29t19:42:25.767943,2024-12-23t18:47:25.767943,3,decorations were late and poorly done. not worth the money.
8162,birthday,no,"service10067,service10104,service10195,service10037,service10091",friends,indoor,395,10050,10020,completed,2023-06-23t23:13:25.767943,hyderabad,2024-04-14t18:41:25.767943,2023-08-07t17:17:25.767943,8,48842,['it was an okay event. some things could have been better.'],"owing to budget constraints, details are being re-evaluated by stakeholders.
note: due to scheduling conflicts.",2023-11-06t19:41:25.767943,2023-12-12t13:18:25.767943,1,entertainment options were amazing! kids had so much fun.
8163,wedding,no,"service10052,service10031,service10135,service10195,service10063,service10147,service10157,service10134",friends,indoor,716,10178,10070,pending,2024-03-28t20:04:25.767943,hyderabad,2024-04-11t09:10:25.767943,2024-12-11t09:08:25.767943,1,89687,"['a regular experience. not too impressed, not too upset.']","weather conditions are not favorable, we are no longer able to proceed with the booking.
note: event got postponed.",2024-07-11t20:06:25.767943,2024-09-05t12:16:25.767943,1,very disappointing service. nothing went as planned.
8164,wedding,no,"service10123,service10181,service10054,service10021,service10150,service10194,service10063,service10081,service10107,service10094",youthful,outdoor,799,10161,10138,pending,2023-09-13t22:58:25.767943,hyderabad,2023-10-12t21:38:25.767943,2024-02-23t09:18:25.767943,9,27720,no,"we had to move the event location, a new organizer has taken over planning.
note: due to scheduling conflicts.",2025-01-09t20:39:25.767943,2024-04-24t22:28:25.767943,4,lighting failed mid-event. embarrassing situation.
8165,birthday,package10166,"n,o",friends,outdoor,377,10062,10169,pending,2023-08-23t02:21:25.767943,delhi,2023-09-18t16:06:25.767943,2024-04-19t09:19:25.767943,3,97300,no,"as travel plans have changed, we have to pause all related activities for now.
note: weather conditions are not favorable.",2024-12-28t10:38:25.768944,2024-02-19t21:24:25.768944,1,ambience was neutral. just okay vibes.
8166,birthday,package10076,"n,o",youthful,indoor,416,10083,10032,completed,2024-04-24t23:44:25.768944,mumbai,2025-03-11t09:44:25.768944,2023-11-23t15:22:25.768944,9,11437,no,"venue is no longer available, we will reach out when ready to rebook.",2023-08-12t14:30:25.768944,2024-08-26t12:33:25.768944,2,the event was delayed by hours. complete chaos.
8167,wedding,no,"service10084,service10072,service10090",friends,outdoor,523,10129,10132,booked,2024-09-07t16:12:25.768944,mumbai,2024-04-10t04:59:25.768944,2024-05-17t09:12:25.768944,3,26098,['unprofessional staff. would not recommend to anyone.'],"event got postponed, we are no longer able to proceed with the booking.
note: due to scheduling conflicts.",2023-08-10t23:20:25.768944,2024-11-13t08:21:25.768944,4,the event was delayed by hours. complete chaos.
8168,birthday,package10066,"n,o",family,outdoor,464,10116,10177,completed,2023-07-19t02:29:25.768944,mumbai,2024-03-11t05:38:25.768944,2024-02-13t12:20:25.768944,8,31914,no,"venue is no longer available, a new organizer has taken over planning.",2024-05-25t03:29:25.768944,2023-08-21t06:48:25.768944,3,decorations were decent. could have been more colorful.
8169,wedding,no,"service10181,service10081,service10160,service10002,service10003,service10167",friends,outdoor,40,10156,10069,booked,2023-08-02t13:08:25.769297,mumbai,2024-06-15t09:27:25.769297,2025-02-01t03:56:25.769297,9,50270,no,"due to unexpected personal commitments, an internal discussion delayed the decision.",2023-06-14t02:31:25.769297,2023-12-09t09:11:25.769297,4,highly satisfied with the service. would definitely book again.
8170,birthday,no,"service10181,service10133,service10123,service10129",friends,outdoor,475,10131,10102,booked,2024-12-25t16:30:25.769297,hyderabad,2025-04-10t04:48:25.769297,2025-03-11t21:08:25.769297,3,12271,['the food was a big hit. so many guests asked for the caterer’s details.'],"due to scheduling conflicts, we are no longer able to proceed with the booking.
note: weather conditions are not favorable.",2024-04-26t16:43:25.769297,2023-11-24t23:03:25.769297,3,decorations were decent. could have been more colorful.
8171,wedding,package10143,"n,o",friends,indoor,442,10176,10064,pending,2024-04-23t23:45:25.769297,hyderabad,2023-11-26t21:27:25.769297,2024-08-24t03:55:25.769297,4,70731,['the event was well organized. food and music were amazing!'],"due to scheduling conflicts, a new organizer has taken over planning.
note: owing to budget constraints.",2023-10-18t17:34:25.769297,2023-06-22t12:42:25.769297,5,"nothing extraordinary, but not bad either. guests were satisfied."
8172,birthday,no,"service10105,service10094,service10015,service10087,service10186,service10039,service10152,service10164,service10176,service10123",youthful,indoor,155,10164,10007,completed,2024-01-19t05:41:25.769297,delhi,2025-05-05t02:43:25.769297,2023-10-15t18:54:25.769297,3,45123,no,"we had to move the event location, a new organizer has taken over planning.
note: due to unexpected personal commitments.",2024-03-10t07:14:25.769297,2023-07-13t22:44:25.769297,2,the food was a big hit. so many guests asked for the caterer’s details.
8173,wedding,package10045,"n,o",youthful,outdoor,867,10129,10177,cancelled,2024-04-14t22:02:25.769297,mumbai,2024-12-25t13:16:25.769297,2025-06-06t16:26:25.769297,9,76889,no,"because of a medical emergency, an internal discussion delayed the decision.
note: owing to budget constraints.",2024-11-19t14:25:25.769297,2024-06-16t11:59:25.769297,1,lighting failed mid-event. embarrassing situation.
8174,birthday,package10024,"n,o",friends,outdoor,858,10128,10064,cancelled,2024-12-09t06:03:25.769297,mumbai,2025-06-02t21:35:25.769297,2025-03-19t04:26:25.769297,7,53305,no,"because of a medical emergency, we need to cancel the event arrangements.
note: as travel plans have changed.",2024-08-03t22:33:25.769297,2024-06-11t18:26:25.769297,2,professional staff and smooth coordination. loved every moment.
8175,wedding,package10161,"n,o",family,outdoor,840,10150,10125,cancelled,2024-07-05t17:08:25.769297,mumbai,2024-04-03t12:06:25.769297,2025-05-02t23:20:25.769297,1,84433,no,"as travel plans have changed, a new organizer has taken over planning.
note: we had to move the event location.",2025-05-07t19:40:25.769297,2023-08-26t04:02:25.769297,4,music could have been better. rest was fine.
8176,birthday,no,"service10142,service10109,service10018,service10043,service10122,service10176,service10067",friends,indoor,3,10053,10190,pending,2024-05-23t16:10:25.769973,hyderabad,2024-06-19t00:12:25.769973,2025-04-26t10:53:25.769973,4,83218,['it was an okay event. some things could have been better.'],"due to unexpected personal commitments, details are being re-evaluated by stakeholders.",2025-04-03t00:02:25.769973,2024-01-01t22:27:25.769973,4,professional staff and smooth coordination. loved every moment.
8177,wedding,package10081,"n,o",family,indoor,585,10152,10038,booked,2025-01-01t09:16:25.770036,mumbai,2023-06-19t04:23:25.770036,2023-08-17t23:48:25.770036,6,40204,['the event was well organized. food and music were amazing!'],"venue is no longer available, event got merged with another celebration.
note: because of a medical emergency.",2024-12-26t18:28:25.770036,2023-12-23t03:45:25.770036,1,decorations were late and poorly done. not worth the money.
8178,birthday,no,service10079,family,indoor,932,10087,10049,cancelled,2025-06-07t20:30:25.770036,hyderabad,2024-07-11t04:06:25.770036,2024-02-13t09:27:25.770036,5,51361,['ambience was neutral. just okay vibes.'],"as travel plans have changed, the guest list drastically changed.
note: event got postponed.",2024-10-12t04:15:25.770036,2024-07-24t02:00:25.770036,5,highly satisfied with the service. would definitely book again.
8179,wedding,package10161,"n,o",friends,indoor,938,10074,10007,cancelled,2024-09-06t06:55:25.770036,delhi,2024-05-09t22:27:25.770036,2024-05-09t19:41:25.770036,9,30853,['thank you for making our day so special! truly memorable.'],"owing to budget constraints, we will reach out when ready to rebook.",2024-03-10t15:41:25.770036,2023-06-22t08:37:25.770036,1,overpriced for such poor execution. utterly dissatisfied.
8180,wedding,no,service10176,friends,outdoor,496,10052,10155,cancelled,2024-04-02t20:43:25.770036,mumbai,2024-11-20t07:34:25.770036,2024-05-28t12:03:25.770036,5,90832,no,"due to unexpected personal commitments, we need to cancel the event arrangements.",2024-01-13t09:20:25.770036,2025-05-18t09:08:25.770036,2,decorations were decent. could have been more colorful.
8181,birthday,no,"service10099,service10149,service10192",youthful,outdoor,135,10118,10007,completed,2024-05-15t02:42:25.770036,delhi,2024-10-01t06:10:25.770036,2023-12-30t21:48:25.770036,2,46391,no,"because of a medical emergency, the guest list drastically changed.",2024-03-15t09:53:25.770036,2025-02-03t14:28:25.770036,5,thank you for making our day so special! truly memorable.
8182,wedding,package10118,"n,o",youthful,indoor,749,10031,10032,booked,2024-10-06t06:05:25.770036,mumbai,2024-12-26t10:29:25.770036,2024-08-18t06:34:25.770036,10,15693,no,"we had to move the event location, we will reach out when ready to rebook.
note: event got postponed.",2023-07-10t08:08:25.770036,2024-11-13t12:05:25.770036,4,overpriced for such poor execution. utterly dissatisfied.
8183,birthday,package10080,"n,o",friends,outdoor,332,10092,10200,completed,2023-12-06t08:05:25.770036,hyderabad,2023-10-17t07:34:25.770036,2023-10-09t15:57:25.770036,10,71853,"[""dj didn't show up on time. party mood was ruined.""]","because of a medical emergency, a new organizer has taken over planning.
note: we had to move the event location.",2025-06-06t13:31:25.770036,2023-10-25t08:17:25.770036,1,professional staff and smooth coordination. loved every moment.
8184,birthday,package10154,"n,o",youthful,outdoor,399,10029,10138,completed,2023-08-14t03:10:25.770036,delhi,2023-08-07t21:08:25.770036,2024-06-16t10:02:25.770036,2,25720,no,"as travel plans have changed, the guest list drastically changed.
note: due to unexpected personal commitments.",2024-11-04t18:41:25.770036,2024-02-04t05:25:25.770036,5,it was an okay event. some things could have been better.
8185,birthday,package10019,"n,o",friends,indoor,880,10101,10069,completed,2023-11-13t17:53:25.770036,delhi,2024-12-13t14:14:25.770036,2024-04-29t20:10:25.770036,4,54662,['very disappointing service. nothing went as planned.'],"we had to move the event location, we will reach out when ready to rebook.
note: due to unexpected personal commitments.",2024-08-09t09:12:25.770036,2024-04-20t22:06:25.770036,5,very disappointing service. nothing went as planned.
8186,birthday,no,"service10154,service10134,service10003,service10181,service10058,service10087,service10002,service10089,service10066",youthful,outdoor,841,10154,10004,cancelled,2024-07-26t01:37:25.770036,mumbai,2024-05-09t06:22:25.770036,2024-09-02t00:34:25.770036,4,71407,no,"event got postponed, we will reach out when ready to rebook.",2024-09-11t14:46:25.770036,2024-10-25t04:02:25.770036,4,thank you for making our day so special! truly memorable.
8187,birthday,package10118,"n,o",family,outdoor,299,10058,10020,pending,2023-10-30t05:28:25.771042,mumbai,2025-02-26t00:47:25.771042,2023-10-03t19:02:25.771042,2,42433,['everything was just perfect! the decorations exceeded expectations.'],"weather conditions are not favorable, we will reach out when ready to rebook.",2023-10-02t00:22:25.771042,2024-10-26t20:08:25.771042,1,overpriced for such poor execution. utterly dissatisfied.
8188,wedding,no,"service10099,service10091,service10157,service10021,service10058,service10002,service10129,service10147",family,indoor,400,10111,10124,booked,2024-12-17t05:51:25.771042,hyderabad,2024-11-12t20:25:25.771042,2023-10-16t08:16:25.771042,6,28760,['it was an okay event. some things could have been better.'],"due to unexpected personal commitments, an internal discussion delayed the decision.
note: event got postponed.",2023-10-02t19:40:25.771042,2024-07-02t05:42:25.771042,3,decorations were late and poorly done. not worth the money.
